Sat Jul  4 20:04:59 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:00 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:01 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:02 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:04 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:05 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:05 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:06 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:07 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:07 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:08 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:09 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:09 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:10 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:11 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:11 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:12 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:13 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:14 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:14 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:15 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:16 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:16 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:17 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:18 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:18 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:19 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:20 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:21 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:21 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:22 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:22 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:23 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:24 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:24 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:25 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:26 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:27 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:28 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:28 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:29 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:29 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:30 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:30 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:31 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:32 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:32 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:33 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:34 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:34 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:35 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:35 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:36 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:37 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:38 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:39 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:39 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:40 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:41 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:42 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:42 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:43 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:44 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:44 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:45 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:46 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:47 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:47 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:48 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:49 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:49 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:50 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:51 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:51 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:52 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:53 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:53 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:54 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:55 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:55 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:56 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:57 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:57 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:58 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:58 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:59 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:05:59 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:00 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:01 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:02 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:02 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:03 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:04 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:04 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:05 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:06 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:07 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:07 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:08 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:08 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:09 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:10 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:11 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:11 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:12 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:13 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:13 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:14 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:15 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:15 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:16 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:17 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:17 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:18 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:19 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:19 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:20 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:21 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:21 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:22 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:22 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:23 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:23 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:24 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:24 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:25 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:26 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:26 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:27 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:27 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:28 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:29 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:29 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:30 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:30 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:31 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:32 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:33 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:33 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:34 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:34 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:35 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:36 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:36 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:37 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:38 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:38 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:39 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:39 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:40 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:41 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:41 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:42 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:42 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:43 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:44 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:44 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:45 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:45 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:46 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:47 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:47 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:48 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:48 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:49 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:50 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:50 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:51 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:51 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:52 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:53 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:53 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:54 2020;0;0;3;3;0;North;0;0
Sat Jul  4 20:06:54 2020;0;0;3;3;0;North;0;0
